Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
2026-07-05T18:46:00.658Z,,,Included,auto,No,0,26636,7584,1035,35255,Included
2026-07-05T18:44:37.120Z,,,Included,auto,No,0,1602,30912,1279,33793,Included
2026-07-05T18:42:23.354Z,,,Included,auto,No,0,22613,7872,1594,32079,Included
2026-07-05T18:39:21.113Z,,,Included,auto,No,0,18821,105024,3023,126868,Included
2026-07-05T18:36:54.481Z,,,Included,auto,No,0,7489,273664,3198,284351,Included
2026-07-05T18:34:11.715Z,,,Included,auto,No,0,78181,927968,14555,1020704,Included
2026-07-05T18:31:34.792Z,,,Included,auto,No,0,48282,567200,9198,624680,Included
2026-07-05T18:29:47.218Z,,,Included,auto,No,0,1757,38071,2047,41875,Included
2026-07-05T18:28:38.584Z,,,Included,auto,No,0,9341,134566,1916,145823,Included
2026-07-05T18:27:02.810Z,,,Included,auto,No,0,20861,101540,4844,127245,Included
2026-07-05T18:20:40.502Z,,,Included,auto,No,0,11602,466080,7696,485378,Included
2026-07-05T18:19:33.311Z,,,Included,auto,No,0,4427,155968,2194,162589,Included
2026-07-05T18:18:32.423Z,,,Included,auto,No,0,8620,260576,5233,274429,Included
2026-07-05T18:17:19.723Z,,,Included,auto,No,0,36478,76608,3924,117010,Included
2026-07-05T18:14:56.026Z,,,Included,auto,No,0,1009,310208,272,311489,Included
2026-07-05T18:12:35.760Z,,,Included,auto,No,0,516,307584,305,308405,Included
2026-07-05T18:12:18.618Z,,,Included,auto,No,0,493,203680,179,204352,Included
2026-07-05T18:11:40.975Z,,,Included,auto,No,0,2338,400672,1049,404059,Included
2026-07-05T18:10:39.379Z,,,Included,auto,No,0,6143,283712,582,290437,Included
2026-07-05T18:09:08.230Z,,,Included,auto,No,0,2486,450464,1890,454840,Included
2026-07-05T18:08:15.413Z,,,Included,auto,No,0,4641,426176,2777,433594,Included
2026-07-05T18:07:12.697Z,,,Included,auto,No,0,18896,456896,3706,479498,Included
2026-07-05T18:06:42.610Z,,,Included,auto,No,0,2193,70048,1437,73678,Included
2026-07-05T18:00:25.163Z,,,Included,auto,No,0,61321,135904,2818,200043,Included
2026-07-05T17:54:01.765Z,,,Included,auto,No,0,5563,256800,3494,265857,Included
2026-07-05T17:51:37.623Z,,,Included,auto,No,0,4950,285728,2250,292928,Included
2026-07-05T17:48:52.541Z,,,Included,auto,No,0,6711,299968,3346,310025,Included
2026-07-05T17:48:04.454Z,,,Included,auto,No,0,17871,359040,4096,381007,Included
2026-07-05T17:45:49.060Z,,,Included,auto,No,0,70367,488480,4005,562852,Included
2026-07-05T17:42:29.406Z,,,Included,auto,No,0,21701,84320,2220,108241,Included
2026-07-05T17:40:44.536Z,,,Included,auto,No,0,10478,1062816,1310,1074604,Included
2026-07-05T17:37:36.343Z,,,Included,auto,No,0,8043,702560,5352,715955,Included
2026-07-05T17:34:40.652Z,,,Included,auto,No,0,9213,643616,7748,660577,Included
2026-07-05T17:27:50.261Z,,,Included,auto,No,0,15428,1676768,14734,1706930,Included
2026-07-05T17:26:34.938Z,,,"Errored, No Charge",auto,No,,,,,,Free
2026-07-05T17:18:15.647Z,,,Included,auto,No,0,5751,732096,4113,741960,Included
2026-07-05T17:15:38.160Z,,,Included,auto,No,0,6803,411712,4777,423292,Included
2026-07-05T17:13:52.733Z,,,Included,auto,No,0,12674,289280,2670,304624,Included
2026-07-05T17:12:50.270Z,,,Included,auto,No,0,39615,27200,747,67562,Included
2026-07-05T17:10:21.110Z,,,Included,auto,No,0,3381,131904,2213,137498,Included
2026-07-05T17:03:47.583Z,,,Included,auto,No,0,13724,306880,1306,321910,Included
2026-07-05T17:01:53.169Z,,,Included,auto,No,0,12686,339328,4379,356393,Included
2026-07-05T16:58:08.249Z,,,Included,auto,No,0,69882,283040,2351,355273,Included
2026-07-05T16:56:15.341Z,,,Included,auto,No,0,7117,280640,4113,291870,Included
2026-07-05T16:52:04.744Z,,,Included,auto,No,0,4230,95904,1688,101822,Included
2026-07-05T16:49:19.151Z,,,Included,auto,No,0,39760,118528,6028,164316,Included
2026-07-05T16:39:00.259Z,,,Included,auto,No,0,28798,27040,535,56373,Included
2026-07-05T16:38:42.139Z,,,Included,auto,No,0,21811,26880,695,49386,Included
2026-07-05T16:38:16.712Z,,,Included,auto,No,0,5626,506112,1488,513226,Included
2026-07-05T16:34:03.341Z,,,Included,auto,No,0,16681,219520,1199,237400,Included
2026-07-05T16:27:35.095Z,,,Included,auto,No,0,64773,366336,8270,439379,Included
2026-07-05T16:24:24.583Z,,,Included,auto,No,0,7064,142208,4431,153703,Included
2026-07-05T16:22:18.131Z,,,Included,auto,No,0,14058,183008,2538,199604,Included
2026-07-05T16:22:08.035Z,,,"Errored, No Charge",auto,No,,,,,,Free
2026-07-05T16:15:27.365Z,,,Included,auto,No,0,54918,131200,1082,187200,Included
2026-07-05T16:12:25.625Z,,,Included,auto,No,0,43639,546144,13012,602795,Included
2026-07-05T16:09:39.302Z,,,Included,auto,No,0,35266,334528,4650,374444,Included
2026-07-05T11:57:39.802Z,,,Included,auto,No,0,6734,268064,562,275360,Included
2026-07-05T11:56:19.660Z,,,Included,auto,No,0,514,258880,623,260017,Included
2026-07-05T11:55:53.983Z,,,Included,auto,No,0,931,340032,815,341778,Included
2026-07-05T11:50:24.001Z,,,Included,auto,No,0,6812,1041792,4697,1053301,Included
2026-07-05T11:49:18.805Z,,,Included,auto,No,0,610,224256,470,225336,Included
2026-07-05T11:48:45.359Z,,,Included,auto,No,0,5553,214976,1226,221755,Included
2026-07-05T11:48:00.374Z,,,Included,auto,No,0,1037,140992,389,142418,Included
2026-07-05T11:47:10.894Z,,,Included,auto,No,0,61545,76896,1405,139846,Included
2026-07-05T11:44:41.997Z,,,Included,auto,No,0,10345,816064,7024,833433,Included
2026-07-05T11:40:51.607Z,,,Included,auto,No,0,48081,590592,10275,648948,Included
2026-07-05T11:39:25.811Z,,,Included,auto,No,0,7041,132608,462,140111,Included
2026-07-05T11:38:53.214Z,,,Included,auto,No,0,34545,52448,164,87157,Included
2026-07-05T11:36:21.766Z,,,Included,auto,No,0,20259,247296,5951,273506,Included
2026-07-05T11:35:26.864Z,,,Included,auto,No,0,44427,81024,714,126165,Included
2026-07-05T11:31:45.498Z,,,Included,auto,No,0,27577,148448,5745,181770,Included
2026-07-05T11:30:35.862Z,,,Included,auto,No,0,15168,48800,1042,65010,Included
2026-07-05T11:27:25.681Z,,,Included,auto,No,0,6763,290304,535,297602,Included
2026-07-05T11:25:57.601Z,,,Included,auto,No,0,4384,551904,2612,558900,Included
2026-07-05T11:19:28.427Z,,,Included,auto,No,0,5225,343264,2340,350829,Included
2026-07-05T11:18:23.721Z,,,Included,auto,No,0,8947,388832,3038,400817,Included
2026-07-05T11:15:54.369Z,,,Included,auto,No,0,3683,279200,4865,287748,Included
2026-07-05T11:13:15.194Z,,,Included,auto,No,0,16069,178112,4206,198387,Included
2026-07-05T11:12:43.143Z,,,Included,auto,No,0,4699,112864,1374,118937,Included
2026-07-05T11:05:03.873Z,,,Included,auto,No,0,46680,166304,2515,215499,Included
2026-07-05T10:56:34.246Z,,,Included,auto,No,0,90418,347776,14297,452491,Included
2026-07-05T10:51:48.547Z,,,Included,auto,No,0,27465,52640,3159,83264,Included
2026-07-05T08:34:26.161Z,,,Included,auto,No,0,16706,153504,572,170782,Included
2026-07-05T08:32:53.879Z,,,Included,auto,No,0,867,107712,299,108878,Included
2026-07-05T08:32:30.830Z,,,Included,auto,No,0,23517,135904,1023,160444,Included
2026-07-05T08:30:33.331Z,,,Included,auto,No,0,47868,310592,7322,365782,Included
2026-07-05T08:27:01.732Z,,,Included,auto,No,0,47966,120832,4254,173052,Included
2026-07-05T08:24:54.873Z,,,Included,auto,No,0,3634,184032,514,188180,Included
2026-07-05T08:23:55.743Z,,,Included,auto,No,0,52608,121920,1637,176165,Included
2026-07-05T08:18:03.876Z,,,Included,auto,No,0,4101,158752,1041,163894,Included
2026-07-05T08:17:21.519Z,,,Included,auto,No,0,531,152512,174,153217,Included
2026-07-05T08:16:40.301Z,,,Included,auto,No,0,2345,194176,1987,198508,Included
2026-07-05T08:15:17.792Z,,,Included,auto,No,0,4478,130016,2424,136918,Included
2026-07-05T08:10:53.703Z,,,Included,auto,No,0,2563,197600,2636,202799,Included
2026-07-05T08:09:08.877Z,,,Included,auto,No,0,1945,105536,2740,110221,Included
2026-07-05T08:08:11.993Z,,,Included,auto,No,0,2694,125984,3273,131951,Included
2026-07-05T08:06:59.649Z,,,Included,auto,No,0,3385,105216,3856,112457,Included
2026-07-05T08:05:28.858Z,,,Included,auto,No,0,16574,113568,2490,132632,Included
2026-07-05T08:04:13.255Z,,,Included,auto,No,0,2105,341696,403,344204,Included
2026-07-05T08:03:11.654Z,,,Included,auto,No,0,549,225504,93,226146,Included
2026-07-05T08:01:07.119Z,,,Included,auto,No,0,1811,444832,624,447267,Included
2026-07-05T07:59:44.563Z,,,Included,auto,No,0,3283,322944,811,327038,Included
2026-07-05T07:58:51.919Z,,,Included,auto,No,0,275,212064,197,212536,Included
2026-07-05T07:57:14.848Z,,,Included,auto,No,0,2619,521152,1402,525173,Included
2026-07-05T07:55:57.523Z,,,Included,auto,No,0,2243,401184,726,404153,Included
2026-07-05T07:55:21.288Z,,,Included,auto,No,0,1936,291456,1240,294632,Included
2026-07-05T07:54:20.724Z,,,Included,auto,No,0,2954,374144,1266,378364,Included
2026-07-05T07:53:13.971Z,,,Included,auto,No,0,294,183520,259,184073,Included
2026-07-05T07:52:29.335Z,,,Included,auto,No,0,81335,185760,2763,269858,Included
2026-07-05T07:49:54.268Z,,,Included,auto,No,0,10003,554336,6734,571073,Included
2026-07-05T07:47:23.743Z,,,Included,auto,No,0,3361,284544,1553,289458,Included
2026-07-05T07:46:23.076Z,,,Included,auto,No,0,2021,269184,2169,273374,Included
2026-07-05T07:45:26.267Z,,,Included,auto,No,0,2920,188608,3083,194611,Included
2026-07-05T07:44:55.733Z,,,Included,auto,No,0,4524,173088,2749,180361,Included
2026-07-05T07:43:50.819Z,,,Included,auto,No,0,255,55232,1338,56825,Included
2026-07-05T07:42:25.040Z,,,Included,auto,No,0,1324,159776,1966,163066,Included
2026-07-05T07:41:28.586Z,,,Included,auto,No,0,4077,197152,2394,203623,Included
2026-07-05T07:40:44.702Z,,,Included,auto,No,0,4694,133632,1186,139512,Included
2026-07-05T07:40:05.759Z,,,Included,auto,No,0,34499,7872,1307,43678,Included
2026-07-05T07:36:07.764Z,,,Included,auto,No,0,33223,478272,10043,521538,Included
2026-07-04T21:54:33.582Z,,,Included,auto,No,0,3030,230944,486,234460,Included
2026-07-04T21:53:10.549Z,,,Included,auto,No,0,10083,546848,6029,562960,Included
2026-07-04T21:50:15.538Z,,,Included,auto,No,0,6020,436640,9608,452268,Included
2026-07-04T21:48:47.851Z,,,Included,auto,No,0,33432,426496,7118,467046,Included
2026-07-04T21:45:29.238Z,,,Included,auto,No,0,48241,122034,449,170724,Included
2026-07-04T21:41:39.313Z,,,Included,auto,No,0,26002,136832,1864,164698,Included
2026-07-04T21:40:44.610Z,,,Included,auto,No,0,1058,104480,89,105627,Included
2026-07-04T21:40:22.172Z,,,Included,auto,No,0,2432,102400,110,104942,Included
2026-07-04T21:40:06.033Z,,,Included,auto,No,0,8445,144160,1549,154154,Included
2026-07-04T21:38:58.268Z,,,Included,auto,No,0,3120,184384,5183,192687,Included
2026-07-04T21:37:08.595Z,,,Included,auto,No,0,17144,109120,1195,127459,Included
2026-07-04T21:36:12.091Z,,,Included,auto,No,0,9084,150336,1419,160839,Included
2026-07-04T21:34:40.116Z,,,Included,auto,No,0,50818,47520,2056,100394,Included
2026-07-04T21:32:52.627Z,,,Included,auto,No,0,45389,99200,711,145300,Included
2026-07-04T21:30:53.952Z,,,Included,auto,No,0,61105,149152,1990,212247,Included
2026-07-04T21:30:05.893Z,,,"Errored, No Charge",auto,No,,,,,,Free
2026-07-04T21:27:50.720Z,,,Included,auto,No,0,6169,676641,4030,686840,Included
2026-07-04T21:26:08.146Z,,,Included,auto,No,0,7285,771921,4821,784027,Included
2026-07-04T21:24:55.219Z,,,Included,auto,No,0,2188,498604,1082,501874,Included
2026-07-04T21:23:14.455Z,,,Included,auto,No,0,2732,487903,1139,491774,Included
2026-07-04T21:22:43.918Z,,,Included,auto,No,0,3890,472497,1671,478058,Included
2026-07-04T21:18:20.646Z,,,Included,auto,No,0,24383,1295563,14515,1334461,Included
2026-07-04T21:16:10.581Z,,,Included,auto,No,0,7448,351034,5331,363813,Included
2026-07-04T21:14:30.098Z,,,Included,auto,No,0,19591,680696,12056,712343,Included
2026-07-04T21:12:16.945Z,,,Included,auto,No,0,56655,254421,4307,315383,Included
2026-07-04T21:08:40.390Z,,,Included,auto,No,0,33285,733960,14909,782154,Included
2026-07-04T21:04:59.928Z,,,Included,auto,No,0,16241,248843,6278,271362,Included
2026-07-04T21:03:34.606Z,,,Included,auto,No,0,13883,89372,1282,104537,Included
2026-07-04T20:51:16.709Z,,,Included,auto,No,0,1617,349600,389,351606,Included
2026-07-04T20:49:16.953Z,,,Included,auto,No,0,3798,566112,2683,572593,Included
2026-07-04T20:47:05.722Z,,,Included,auto,No,0,2802,211072,2413,216287,Included
2026-07-04T20:45:39.905Z,,,Included,auto,No,0,2302,311072,430,313804,Included
2026-07-04T20:44:36.871Z,,,Included,auto,No,0,36543,168768,203,205514,Included
2026-07-04T20:40:44.451Z,,,Included,auto,No,0,1423,404288,1181,406892,Included
2026-07-04T20:39:48.450Z,,,Included,auto,No,0,743,294272,2186,297201,Included
2026-07-04T20:38:38.264Z,,,Included,auto,No,0,3148,562976,4243,570367,Included
2026-07-04T20:36:04.172Z,,,Included,auto,No,0,5617,261920,569,268106,Included
2026-07-04T20:32:08.789Z,,,Included,auto,No,0,16975,2357376,14959,2389310,Included
2026-07-04T20:29:59.170Z,,,Included,auto,No,0,9066,737984,9907,756957,Included
2026-07-04T20:27:40.265Z,,,Included,auto,No,0,26371,190272,7619,224262,Included
2026-07-04T20:26:00.689Z,,,Included,auto,No,0,5066,178597,687,184350,Included
2026-07-04T20:22:16.363Z,,,Included,auto,No,0,33194,184583,5793,223570,Included
2026-07-04T20:19:58.770Z,,,Included,claude-opus-4-8-thinking-high,No,106379,10,421143,2134,529666,Included
2026-07-04T20:16:01.506Z,,,Included,claude-opus-4-8-thinking-high,No,26308,32,1511787,12923,1551050,Included
2026-07-04T20:11:43.291Z,,,Included,claude-opus-4-8-thinking-high,No,75847,26,821062,11344,908279,Included
2026-07-04T19:59:15.425Z,,,Included,auto,No,0,40649,1133600,4459,1178708,Included
2026-07-04T19:56:18.230Z,,,Included,auto,No,0,15516,471680,5321,492517,Included
2026-07-04T19:55:12.658Z,,,Included,auto,No,0,20986,588256,4791,614033,Included
2026-07-04T19:52:50.826Z,,,Included,auto,No,0,136436,316160,5075,457671,Included
2026-07-04T19:50:57.394Z,,,Included,auto,No,0,31189,660544,8807,700540,Included
2026-07-04T19:50:14.017Z,,,Included,auto,No,0,3531,194784,398,198713,Included
2026-07-04T19:48:17.638Z,,,Included,auto,No,0,170533,1014816,12744,1198093,Included
2026-07-04T19:44:41.788Z,,,Included,auto,No,0,777,233440,251,234468,Included
2026-07-04T19:42:08.250Z,,,Included,auto,No,0,101418,2614720,13123,2729261,Included
2026-07-04T19:37:18.407Z,,,Included,auto,No,0,7116,534368,5062,546546,Included
2026-07-04T19:35:24.513Z,,,Included,auto,No,0,312,66880,177,67369,Included
2026-07-04T19:33:39.188Z,,,Included,auto,No,0,5820,427200,6839,439859,Included
2026-07-04T19:31:36.483Z,,,"Errored, No Charge",auto,No,,,,,,Free
2026-07-04T19:27:09.769Z,,,Included,auto,No,0,35448,953408,17575,1006431,Included
2026-07-04T17:48:36.499Z,,,Included,auto,No,0,4723,335520,2272,342515,Included
2026-07-04T17:47:54.162Z,,,Included,auto,No,0,101093,9024,483,110600,Included
2026-07-04T17:44:32.170Z,,,Included,auto,No,0,6631,513376,7919,527926,Included
2026-07-04T17:44:09.640Z,,,Included,auto,No,0,86409,9024,181,95614,Included
2026-07-04T17:39:28.285Z,,,Included,auto,No,0,6987,364160,1076,372223,Included
2026-07-04T17:36:05.850Z,,,Included,auto,No,0,8325,403648,7116,419089,Included
2026-07-04T17:34:07.044Z,,,Included,auto,No,0,28608,385376,9820,423804,Included
2026-07-04T17:33:15.388Z,,,Included,auto,No,0,1887,52480,1660,56027,Included
2026-07-04T17:31:33.899Z,,,Included,auto,No,0,42011,246336,4391,292738,Included
2026-07-04T17:28:09.889Z,,,Included,auto,No,0,5000,223808,3057,231865,Included
2026-07-04T17:27:16.362Z,,,Included,auto,No,0,3818,182208,3610,189636,Included
2026-07-04T17:25:31.230Z,,,Included,auto,No,0,22679,253248,3480,279407,Included
2026-07-04T17:25:14.537Z,,,"Errored, No Charge",auto,No,,,,,,Free
2026-07-04T17:23:13.486Z,,,Included,auto,No,0,9502,63465,503,73470,Included
2026-07-04T17:22:20.184Z,,,Included,auto,No,0,27932,319968,5752,353652,Included
2026-07-04T17:18:05.084Z,,,Included,auto,No,0,5449,273312,489,279250,Included
2026-07-04T17:16:30.116Z,,,Included,auto,No,0,28787,321088,2805,352680,Included
2026-07-04T17:13:47.562Z,,,Included,auto,No,0,7176,483104,6016,496296,Included
2026-07-04T17:11:43.706Z,,,Included,auto,No,0,4380,282688,5247,292315,Included
2026-07-04T17:10:04.825Z,,,Included,auto,No,0,6865,245920,5450,258235,Included
2026-07-04T17:08:59.810Z,,,Included,auto,No,0,603,57632,163,58398,Included
2026-07-04T17:07:58.136Z,,,Included,auto,No,0,20645,417088,6240,443973,Included
2026-07-04T17:03:47.192Z,,,Included,auto,No,0,72811,641632,6271,720714,Included
2026-07-04T17:02:50.124Z,,,Included,auto,No,0,11112,359072,670,370854,Included
2026-07-04T16:59:08.836Z,,,Included,auto,No,0,8329,397376,8357,414062,Included
2026-07-04T16:56:17.646Z,,,Included,auto,No,0,14160,271168,6430,291758,Included
2026-07-04T16:55:17.301Z,,,Included,auto,No,0,14688,301984,3709,320381,Included
2026-07-04T16:53:29.718Z,,,Included,auto,No,0,34307,400032,6969,441308,Included
2026-07-04T16:51:15.658Z,,,Included,auto,No,0,78736,466592,7920,553248,Included
2026-07-04T16:50:07.054Z,,,Included,auto,No,0,40518,187712,4009,232239,Included
2026-07-04T16:44:36.932Z,,,Included,auto,No,0,141491,872448,27027,1040966,Included
2026-07-04T16:43:40.156Z,,,Included,auto,No,0,38936,97440,2034,138410,Included
2026-07-04T16:39:03.959Z,,,Included,auto,No,0,70344,272800,6892,350036,Included
2026-07-04T16:23:54.025Z,,,Included,auto,No,0,48899,115456,3259,167614,Included
2026-07-04T16:21:53.294Z,,,Included,auto,No,0,30418,675488,5670,711576,Included
2026-07-04T16:20:34.365Z,,,Included,auto,No,0,18134,237504,2562,258200,Included
2026-07-04T16:16:46.590Z,,,Included,auto,No,0,78796,338944,3873,421613,Included
2026-07-04T16:15:49.119Z,,,"Errored, No Charge",auto,No,,,,,,Free
2026-07-04T16:12:23.146Z,,,Included,auto,No,0,7143,753280,7043,767466,Included
2026-07-04T16:09:08.477Z,,,Included,auto,No,0,3697,495232,3237,502166,Included
2026-07-04T16:02:51.397Z,,,Included,auto,No,0,7178,1151392,11055,1169625,Included
2026-07-04T16:01:04.563Z,,,Included,auto,No,0,13265,563776,9427,586468,Included
2026-07-04T15:59:09.980Z,,,Included,auto,No,0,49964,353056,8255,411275,Included
2026-07-04T15:53:36.887Z,,,Included,auto,No,0,3538,238400,1800,243738,Included
2026-07-04T15:49:57.108Z,,,Included,auto,No,0,28215,348256,13647,390118,Included
2026-07-04T13:21:54.169Z,,,Included,auto,No,0,305,79424,2777,82506,Included
2026-07-04T13:18:21.915Z,,,Included,auto,No,0,1437,76384,1608,79429,Included
2026-07-04T13:13:54.852Z,,,Included,auto,No,0,1776,150080,1410,153266,Included
2026-07-04T13:09:43.614Z,,,Included,auto,No,0,1179,72576,1556,75311,Included
2026-07-04T13:03:09.789Z,,,Included,auto,No,0,1464,70240,1816,73520,Included
2026-07-04T12:48:34.684Z,,,Included,auto,No,0,2473,135520,2012,140005,Included
2026-07-04T12:46:22.220Z,,,Included,auto,No,0,58579,74496,1399,134474,Included
2026-07-04T12:44:03.243Z,,,Included,auto,No,0,10586,310336,2228,323150,Included
2026-07-04T12:40:41.285Z,,,Included,auto,No,0,74189,257184,8317,339690,Included
2026-07-04T12:35:37.347Z,,,Included,auto,No,0,26188,274176,6094,306458,Included
2026-07-04T12:32:42.063Z,,,Included,auto,No,0,45175,177184,8370,230729,Included
2026-07-04T12:20:58.362Z,,,Included,auto,No,0,2647,338560,1548,342755,Included
2026-07-04T12:20:05.529Z,,,Included,auto,No,0,5695,239744,527,245966,Included
2026-07-04T12:17:48.078Z,,,Included,auto,No,0,65424,306080,6510,378014,Included
2026-07-04T12:09:56.930Z,,,Included,auto,No,0,9268,562208,9964,581440,Included
2026-07-04T12:08:49.255Z,,,Included,auto,No,0,40627,9024,279,49930,Included
2026-07-04T12:03:13.604Z,,,Included,auto,No,0,32582,423584,12495,468661,Included
2026-07-04T11:57:44.499Z,,,Included,auto,No,0,22941,55552,2716,81209,Included
2026-07-04T11:57:40.950Z,,,Included,auto,No,0,20232,69664,4683,94579,Included
